,a_lane1_input,a_lane2_input,a_lane1_output,a_lane2_output,a_lane3_output,a_lane4_output,abd_lane_input_sum,a_jun_output_sum,b_lane1_input,b_lane2_input,b_lane1_output,b_lane2_output,b_lane3_output,b_lane4_output,bac_lane_input_sum,b_jun_output_sum,c_lane1_input,c_lane2_input,c_lane1_output,c_lane2_output,c_lane3_output,c_lane4_output,cbd_lane_input_sum,c_jun_output_sum,d_lane1_input,d_lane2_input,d_lane3_input,d_lane1_output,d_lane2_output,d_lane3_output,d_lane4_output,d_lane5_output,dac_lane_input_sum,d_jun_output_sum
191,13,11,15,10,10,6,54,41,19,7,19,12,17,13,56,61,17,18,10,13,13,19,65,55,11,17,17,18,12,15,6,18,75,69
192,14,6,7,7,15,14,44,43,11,14,15,5,10,8,58,38,19,8,18,17,6,16,51,57,13,14,7,19,19,5,14,11,67,68
193,13,18,19,16,17,15,59,67,16,5,8,13,10,10,47,41,13,14,6,13,10,10,55,39,12,8,6,5,11,18,6,16,52,56
194,11,11,11,5,5,14,46,35,6,14,19,18,5,17,49,59,18,7,5,5,13,5,49,28,18,19,12,16,17,17,10,17,78,77
195,7,14,14,7,11,10,56,42,17,14,9,8,9,16,47,42,9,10,13,7,7,13,54,40,18,6,16,10,18,14,18,16,56,76
196,7,14,15,8,6,7,50,36,11,6,6,19,5,11,35,41,11,14,8,9,16,11,54,44,18,17,11,5,8,6,9,12,64,40
197,8,9,11,17,9,7,41,44,19,8,10,11,6,13,50,40,15,5,9,10,15,6,44,40,5,11,14,11,11,8,13,13,53,56
198,18,19,6,14,8,14,54,42,12,6,7,16,16,16,43,55,7,12,14,17,17,18,36,66,5,15,15,16,6,5,5,16,60,48
199,10,13,7,9,11,9,52,36,11,15,13,19,9,17,46,58,10,17,13,9,12,14,56,48,18,12,13,10,19,19,6,16,63,70
200,17,13,5,14,17,17,49,53,11,9,16,18,15,12,47,61,10,7,10,14,8,7,36,39,8,11,12,12,9,14,17,13,58,65
201,14,9,8,14,5,6,40,33,11,15,5,15,12,19,45,51,5,16,16,11,17,5,38,49,6,17,10,18,10,5,7,18,52,58
202,19,18,8,11,10,14,62,43,10,16,17,17,11,11,58,56,13,8,10,15,17,5,46,47,15,11,8,13,13,5,5,19,66,55
203,14,14,17,10,5,8,48,40,15,15,18,7,11,19,62,55,18,8,17,10,6,17,46,50,5,17,5,10,5,18,13,6,59,52
204,18,10,19,15,18,13,43,65,10,11,6,14,17,10,58,47,19,15,6,9,5,18,49,38,5,17,19,13,18,12,17,15,78,75
205,19,18,8,18,15,10,62,51,13,18,10,5,13,14,62,42,12,5,7,18,7,15,42,47,12,6,5,17,16,18,14,9,54,74
206,17,19,12,17,13,15,59,57,7,9,13,5,11,12,52,41,19,16,10,13,6,11,58,40,16,13,15,16,7,5,16,7,80,51
207,14,17,19,19,16,18,63,72,16,19,11,16,18,19,64,64,15,18,8,18,12,8,65,46,16,12,12,8,8,6,15,15,69,52
208,12,7,12,19,8,16,45,55,9,18,13,9,11,9,52,42,13,19,10,19,15,16,58,60,17,13,6,5,16,14,11,12,61,58
209,13,16,6,9,7,19,40,41,6,6,7,9,7,6,35,29,10,17,14,19,11,13,38,57,5,12,7,13,13,11,19,12,47,68
210,5,18,8,13,19,15,40,55,9,13,10,5,18,13,43,46,16,17,9,18,17,19,50,63,8,5,5,5,6,5,9,7,39,32
211,12,6,7,17,14,18,40,56,10,8,13,6,12,7,46,38,16,12,16,9,19,12,50,56,12,10,11,5,18,12,13,5,61,53
212,16,12,9,14,12,14,52,49,15,10,19,6,10,11,50,46,9,7,16,12,9,16,40,53,9,8,5,6,15,16,6,7,47,50
213,17,7,9,6,6,8,41,29,12,10,10,5,17,11,51,43,12,5,14,7,14,12,34,47,5,12,17,19,10,8,11,13,63,61
214,9,15,19,14,10,9,49,52,6,6,18,10,12,9,34,49,13,10,10,19,12,16,48,57,19,19,14,10,18,19,13,17,74,77
215,14,7,8,14,13,12,50,47,12,14,8,8,16,9,48,41,8,6,10,18,13,7,43,48,17,10,5,17,5,11,14,19,54,66
216,7,6,12,9,14,18,41,53,13,18,18,14,12,17,53,61,15,16,17,12,6,17,59,52,15,12,15,14,15,7,7,18,64,61
217,17,18,19,12,18,8,66,57,12,15,11,11,13,5,60,40,16,7,10,8,11,5,54,34,19,18,10,13,12,10,18,8,80,61
218,16,13,17,18,17,14,61,66,13,13,16,12,11,12,57,51,15,15,16,7,5,15,62,43,19,16,10,15,12,19,12,11,76,69
219,8,18,19,10,6,13,51,48,13,9,14,6,6,14,37,40,7,5,6,15,13,11,37,45,12,10,10,19,14,17,7,10,47,67
220,8,14,18,13,13,18,43,62,10,9,19,19,5,16,41,59,14,12,14,11,13,9,47,47,11,10,10,16,5,5,10,12,53,48
221,6,11,15,16,9,15,38,55,13,18,8,14,11,8,50,41,13,5,19,15,9,16,39,59,8,10,8,5,8,16,5,10,45,44
222,13,14,7,18,19,13,47,57,11,12,18,10,10,7,48,45,12,6,14,6,7,9,38,36,9,17,8,8,6,7,12,18,59,51
223,17,5,6,6,17,6,49,35,17,16,10,7,13,15,58,45,8,12,16,12,8,10,47,46,10,16,10,12,11,8,7,16,61,54
224,17,12,16,10,12,13,43,51,8,10,18,5,16,15,40,54,5,7,17,17,10,5,26,49,6,8,15,19,14,15,10,7,51,65
225,14,19,11,7,5,9,61,32,12,7,16,16,19,10,41,61,8,7,16,13,18,14,43,61,16,18,13,9,5,19,14,19,69,66
226,12,6,15,10,9,13,42,47,6,14,8,19,13,9,42,49,10,16,6,16,5,15,50,42,18,5,11,7,15,8,6,8,56,44
227,7,12,14,14,8,12,47,48,14,18,6,17,9,10,55,42,16,15,10,9,17,7,59,43,14,10,18,8,10,13,9,17,65,57
228,16,5,10,8,14,10,36,42,5,11,13,19,12,5,42,49,10,16,8,8,13,5,41,34,10,13,11,7,19,10,7,5,60,48
229,7,6,9,11,9,11,36,40,11,7,9,8,11,19,33,47,8,13,18,19,19,14,44,70,12,5,11,13,8,8,17,10,43,56
230,13,5,9,10,15,13,33,47,9,10,18,19,5,14,44,56,12,7,14,12,8,14,34,48,6,16,13,8,8,12,7,13,60,48
231,5,16,15,15,14,7,56,51,19,13,17,16,10,9,43,52,6,11,17,9,11,5,52,42,16,14,11,19,7,14,15,16,52,71
232,12,10,8,11,11,14,44,44,13,16,19,6,5,8,47,38,6,11,11,6,15,10,39,42,9,15,16,5,18,10,8,9,58,50
233,13,19,7,12,5,15,58,39,11,5,8,5,12,19,48,44,19,19,16,5,13,10,64,44,15,18,13,8,8,14,11,19,78,60
234,19,6,17,15,14,9,49,55,8,19,6,15,10,16,54,47,8,6,8,6,6,10,38,30,16,9,15,10,19,13,16,11,67,69
235,12,6,8,18,17,10,32,53,5,11,15,17,12,13,35,57,7,7,18,7,9,10,28,44,9,15,8,13,9,17,18,16,51,73
236,8,10,13,11,16,10,45,50,18,15,8,8,5,13,50,34,9,17,12,19,14,11,53,56,9,9,8,7,17,9,8,7,43,48
237,5,13,15,7,14,7,36,43,8,7,12,17,12,10,30,51,10,7,5,5,9,10,35,29,10,17,6,8,7,18,13,9,48,55
238,5,10,6,19,17,16,39,58,16,8,8,19,19,15,48,61,19,12,8,18,8,5,55,39,8,15,14,9,17,12,6,14,61,58
239,15,5,7,17,19,7,46,50,19,5,13,11,15,15,51,54,12,10,8,18,12,14,48,52,7,15,19,8,17,16,10,19,68,70
240,16,8,11,16,17,12,37,56,5,15,11,9,19,16,55,55,19,5,17,9,18,8,37,52,8,14,12,13,19,9,7,13,69,61
241,10,10,7,15,9,8,54,39,17,16,16,11,11,11,57,49,14,10,19,5,16,5,58,45,17,5,16,7,16,5,9,9,62,46
242,19,9,13,13,7,19,55,52,15,12,15,13,19,13,57,60,11,16,15,14,13,18,54,60,12,14,19,14,8,5,13,17,75,57
243,12,8,13,19,19,16,46,67,17,12,10,15,18,12,57,55,16,13,10,15,19,14,55,58,9,12,13,6,10,19,18,7,62,60
244,5,8,19,10,10,19,29,58,10,6,12,17,17,13,34,59,13,17,14,15,9,6,46,44,6,19,6,5,7,8,6,9,49,35
245,5,6,17,7,5,19,41,48,18,11,19,6,11,11,40,47,6,17,6,19,8,10,53,43,12,18,7,7,5,7,9,13,48,41
246,9,11,10,19,16,13,48,58,9,16,15,15,13,14,42,57,8,19,15,10,10,11,55,46,19,9,11,16,16,19,9,14,56,74
247,19,11,10,6,6,10,53,32,10,8,9,16,10,16,55,51,18,8,12,7,7,11,49,37,13,15,5,14,16,19,10,5,70,64
248,5,18,6,10,11,11,44,38,7,9,9,9,14,5,36,37,15,16,17,6,9,6,52,38,14,17,15,9,7,12,7,14,66,49
249,11,7,9,8,8,14,32,39,7,15,10,11,6,17,46,44,13,17,12,16,16,18,44,62,7,14,18,18,6,13,9,12,63,58
250,7,14,7,9,14,19,41,49,14,10,13,10,9,13,43,45,12,12,18,9,14,12,44,53,6,5,18,9,10,9,18,19,48,65
251,13,17,8,15,13,9,53,45,12,7,19,5,17,15,44,56,12,16,15,18,7,15,51,55,11,19,10,16,5,10,6,11,65,48
252,16,13,8,15,11,15,55,49,8,8,18,14,12,15,38,59,6,17,7,13,9,17,49,46,18,11,5,12,16,8,9,10,56,55
253,18,18,5,5,14,14,61,38,7,16,9,19,19,18,46,65,5,5,14,16,19,18,35,67,18,7,6,5,5,18,10,7,54,45
254,6,12,16,5,9,11,49,41,12,9,8,12,18,7,41,45,14,8,19,17,10,8,53,54,19,6,18,17,10,13,12,15,63,67
255,11,17,5,17,15,5,45,42,7,14,15,12,17,6,44,50,12,16,18,13,15,7,45,53,10,16,15,14,16,19,14,11,64,74
256,14,12,14,15,19,10,53,58,18,13,10,8,7,18,50,43,5,7,13,8,14,19,39,54,9,14,19,10,13,17,12,9,61,61
257,10,16,10,11,17,12,62,50,17,16,7,16,13,12,61,48,18,11,14,19,5,5,65,43,19,15,6,11,13,17,8,15,68,64
258,17,18,12,17,9,19,69,57,18,17,5,7,13,18,59,43,7,19,11,13,5,16,60,45,16,17,16,12,13,7,5,12,73,49
259,8,19,7,9,14,16,57,46,12,7,6,14,13,18,44,51,17,14,11,17,16,8,61,52,18,18,15,5,19,14,11,13,76,62
260,6,11,10,5,17,13,29,45,6,7,15,12,18,13,24,58,5,16,15,16,14,16,33,61,6,15,15,16,15,6,8,9,47,54
261,17,12,9,12,18,11,56,50,17,7,12,6,19,19,49,56,8,19,7,15,19,13,54,54,10,5,10,15,12,8,7,7,50,49
262,18,10,5,16,19,6,50,46,17,16,17,19,7,8,56,51,5,13,18,16,14,17,40,65,5,14,14,10,6,17,19,10,56,62
263,11,10,16,8,9,19,47,52,9,12,13,8,15,15,42,51,10,8,9,6,6,11,44,32,17,16,14,17,13,11,13,10,68,64
264,19,6,16,18,11,11,45,56,6,12,16,6,14,6,50,42,13,8,7,9,5,15,41,36,14,17,8,5,12,6,13,6,71,42
265,12,8,11,14,17,7,51,49,16,5,16,19,7,7,42,49,9,13,17,18,15,11,53,61,15,6,7,11,18,13,16,16,49,74
266,18,17,17,5,10,9,68,41,17,16,13,16,9,7,68,45,17,11,9,16,15,17,61,57,16,6,17,5,16,5,11,11,74,48
267,19,12,16,12,6,7,49,41,6,18,15,6,17,15,56,53,13,11,16,15,6,7,42,44,12,16,7,19,13,5,10,9,67,56
268,8,6,8,6,15,18,39,47,16,14,17,8,6,14,52,45,14,8,7,11,8,18,47,44,9,12,17,16,19,12,8,11,60,66
269,17,12,15,19,19,11,63,64,19,14,18,5,11,14,58,48,8,15,15,19,19,16,57,69,15,12,10,9,5,7,10,11,62,42
270,15,14,13,7,16,13,41,49,7,11,8,7,5,17,42,37,9,15,17,12,7,19,36,55,5,13,12,19,5,10,18,6,54,58
271,12,15,11,6,15,5,59,37,17,10,13,7,10,8,57,38,18,6,5,13,10,6,56,34,15,10,17,6,18,18,19,6,72,67
272,16,15,19,14,9,9,52,51,6,8,11,10,13,10,37,44,7,16,7,12,12,13,44,44,15,12,14,17,8,11,7,11,64,54
273,14,5,15,13,17,9,48,54,17,9,6,15,19,15,54,55,14,10,15,16,8,7,53,46,12,9,10,14,18,10,11,9,59,62
274,19,12,6,5,13,19,61,43,11,17,14,17,7,14,55,52,8,11,17,15,5,16,49,53,19,11,13,10,13,15,16,12,70,66
275,17,15,8,19,17,16,47,60,8,12,11,8,19,5,44,43,7,17,11,18,7,7,39,43,7,11,11,6,17,5,16,13,53,57
276,18,11,15,7,11,6,44,39,9,16,5,17,17,5,50,44,7,16,13,10,14,9,38,46,6,15,16,15,14,9,18,13,62,69
277,12,11,8,8,14,5,33,35,5,5,17,10,17,19,27,63,5,14,17,9,19,16,29,61,5,14,19,16,11,15,8,19,55,69
278,10,9,13,5,11,7,51,36,13,5,18,5,7,15,39,45,11,11,19,10,19,10,54,58,19,16,12,19,8,15,18,18,68,78
279,17,7,19,14,9,6,50,48,17,18,5,9,15,7,69,36,17,11,19,14,7,10,54,50,9,15,16,15,10,7,10,13,74,55
280,19,8,19,19,10,14,41,62,6,7,16,5,10,6,49,37,17,5,8,17,11,9,36,45,8,10,10,17,18,11,12,14,64,72
281,11,12,12,6,5,7,48,30,15,16,19,19,15,9,50,62,8,13,18,18,10,17,46,63,10,14,15,18,16,17,10,9,58,70
282,16,19,12,11,14,11,64,48,15,16,8,8,8,19,55,43,8,16,6,19,13,9,53,47,14,14,10,11,8,6,14,7,62,46
283,15,7,17,6,13,17,47,53,7,17,10,16,16,5,49,47,10,14,5,11,11,10,49,37,18,18,18,18,11,17,9,5,79,60
284,13,16,7,6,5,9,56,27,10,9,10,12,6,5,44,33,12,11,6,14,5,8,50,33,17,11,12,12,7,5,5,15,65,44
285,17,5,14,10,5,19,50,48,14,15,14,12,14,5,55,45,9,8,15,7,18,19,45,59,14,11,12,17,14,10,13,6,63,60
286,6,11,5,8,15,18,45,46,16,5,12,8,19,14,33,53,6,12,15,13,14,8,46,50,12,8,19,5,6,12,16,8,51,47
287,12,16,19,14,8,18,58,59,11,14,16,8,15,14,55,53,18,17,16,16,17,14,65,63,19,6,14,16,13,12,12,19,69,72
288,5,7,12,8,11,12,38,43,11,7,6,12,9,11,30,38,7,5,19,8,18,9,38,54,15,19,7,18,8,7,10,17,53,60
289,8,14,17,11,12,11,53,51,13,6,14,12,14,15,36,55,9,17,12,14,14,18,57,58,18,12,7,18,10,13,13,17,54,71
290,17,19,16,9,15,13,60,53,6,17,12,18,10,12,51,52,11,10,6,6,15,9,45,36,18,6,19,14,18,17,11,5,71,65
291,12,18,7,16,11,12,62,46,16,19,10,17,14,15,62,56,15,12,6,11,18,13,59,48,16,14,13,9,18,14,9,5,70,55
292,17,16,16,7,11,6,55,40,8,15,17,10,16,11,59,54,19,6,17,15,17,18,47,67,14,10,18,16,15,7,19,19,78,76
293,8,8,10,13,6,5,40,34,10,6,18,8,5,5,32,36,8,11,10,16,8,10,43,44,14,16,11,10,8,9,12,16,57,55
294,13,15,12,6,19,11,45,48,8,17,19,10,19,6,45,54,7,9,18,13,19,15,33,65,9,9,11,19,8,17,8,14,49,66
295,14,11,9,11,6,17,37,43,6,9,12,19,17,8,44,56,15,9,9,6,18,13,36,46,6,19,19,6,19,8,19,11,73,63
296,10,14,7,19,8,16,59,50,18,18,16,16,14,5,52,51,6,5,8,19,8,7,46,42,17,15,12,19,12,7,12,9,60,59
297,12,8,14,10,11,11,51,46,15,18,8,14,11,12,64,45,19,13,19,10,8,11,63,48,16,13,9,10,7,16,19,15,69,67
298,18,19,16,15,15,14,56,60,13,17,7,19,6,6,65,38,17,15,14,7,9,5,51,35,6,17,16,10,12,9,16,8,74,55
299,11,13,18,13,11,8,44,50,6,16,19,19,13,18,48,69,15,15,15,15,14,11,50,55,14,19,5,5,13,9,7,14,64,48
300,17,14,9,8,19,9,47,45,6,11,17,11,5,5,50,38,16,12,12,15,6,6,44,39,10,11,13,19,17,15,5,5,67,61
301,5,13,5,10,5,10,43,30,17,19,7,16,12,12,55,47,14,6,12,16,15,12,45,55,8,10,12,13,18,16,5,11,49,63
302,14,5,9,10,9,5,42,33,5,15,10,13,8,12,50,43,16,15,11,9,11,10,54,41,18,16,9,7,14,19,15,15,73,70
303,9,9,18,18,8,15,41,59,8,19,8,19,8,18,52,53,16,17,18,17,19,16,56,70,15,7,12,15,14,6,17,10,59,62
304,15,11,14,16,14,5,50,49,9,9,12,18,16,9,45,55,12,15,15,13,8,10,51,46,15,8,6,9,19,15,7,7,56,57
305,18,18,18,19,19,7,64,63,10,19,13,19,12,5,55,49,8,17,10,8,6,6,53,30,18,17,14,6,16,8,19,9,75,58
306,11,5,11,12,10,5,39,38,11,9,11,10,11,11,48,43,17,6,5,18,16,18,46,57,12,10,15,13,6,10,17,15,65,61
307,9,18,6,11,10,6,56,33,12,6,8,19,13,9,40,49,13,7,6,19,11,17,49,53,17,11,5,6,8,14,15,9,55,52
308,8,15,12,18,19,13,54,62,18,16,13,18,15,18,61,64,19,10,19,5,12,7,60,43,13,19,16,16,6,5,9,18,75,54
309,19,15,5,8,11,12,55,36,7,14,7,13,17,19,52,56,12,7,6,18,17,11,40,52,14,10,9,5,11,7,9,14,64,46
310,9,10,7,9,15,8,47,39,11,5,13,12,18,18,43,61,18,7,14,11,19,6,53,50,17,13,17,14,8,12,6,10,74,50
311,15,12,15,6,7,12,52,40,12,13,7,14,9,12,59,42,19,5,13,17,19,12,49,61,13,10,11,13,16,16,18,12,68,75
312,11,6,6,12,11,17,38,46,10,13,16,9,15,7,46,47,12,16,14,17,8,9,49,48,11,19,12,17,16,14,19,11,65,77
313,8,9,10,10,7,5,41,32,16,19,13,9,13,9,59,44,16,15,11,15,19,12,55,57,8,16,18,9,15,16,18,13,66,71
314,19,7,10,5,8,13,42,36,7,16,17,11,18,9,51,55,9,10,13,19,15,8,35,55,9,11,10,19,13,6,17,6,58,61
315,18,13,13,11,11,11,60,46,13,9,5,8,11,14,51,38,11,16,9,13,7,9,56,38,16,10,6,12,12,5,6,17,61,52
316,17,11,12,12,15,17,52,56,19,19,10,17,11,8,63,46,8,18,15,18,7,13,50,53,5,9,8,6,16,7,8,19,47,56
317,5,15,12,13,11,18,50,54,18,12,16,10,18,19,53,63,18,10,16,16,17,19,58,68,12,9,5,13,7,16,11,16,49,63
318,15,19,13,10,13,14,65,50,16,8,8,10,7,11,52,36,13,15,15,16,7,16,59,54,15,17,14,9,14,12,19,19,74,73
319,9,16,8,11,14,5,51,38,14,19,13,18,5,19,60,55,18,14,16,14,19,10,58,59,12,10,18,16,6,8,16,8,67,54
320,7,13,9,16,8,18,45,51,12,16,7,12,9,12,50,40,15,13,12,15,7,7,53,41,13,8,14,15,19,12,15,8,57,69
321,19,12,13,11,16,17,62,57,12,13,16,10,18,14,63,58,19,16,17,8,14,16,66,55,19,18,6,15,17,5,17,8,81,62
322,10,10,14,5,19,6,44,44,7,16,9,6,14,13,41,42,8,18,19,5,10,12,50,46,17,11,5,6,11,14,15,7,51,53
323,9,10,8,12,11,18,33,49,6,19,14,18,6,6,43,44,9,9,17,19,13,8,32,57,8,5,6,15,9,17,13,9,37,63
324,16,9,11,9,9,19,55,48,13,16,14,14,5,13,63,46,18,10,10,15,8,9,58,42,17,12,15,13,9,17,11,17,78,67
325,11,14,9,6,7,15,48,37,13,9,10,15,17,17,40,59,7,6,13,14,11,15,36,53,10,13,14,8,10,13,11,18,55,60
326,14,9,15,15,13,10,47,53,16,15,19,14,6,8,62,47,17,16,5,15,14,11,57,45,8,14,8,17,6,8,8,11,61,50
327,9,12,15,10,18,12,36,55,7,14,15,19,15,5,43,54,13,12,7,11,11,18,40,47,8,17,17,15,9,10,8,16,64,58
328,14,6,11,6,5,8,56,30,19,19,6,19,18,16,67,59,15,9,15,8,11,11,60,45,17,11,8,8,19,17,12,10,65,66
329,19,16,17,15,6,8,63,46,18,11,16,13,12,16,62,57,14,7,18,9,12,18,49,57,10,9,6,14,12,9,12,17,58,64
330,6,15,18,10,15,19,44,62,14,18,16,6,9,12,54,43,16,11,17,14,12,11,50,54,9,15,15,17,13,18,14,18,61,80
331,11,16,12,14,10,7,48,43,9,9,18,6,6,16,44,46,15,6,19,11,7,6,42,43,12,11,10,12,15,15,17,18,59,77
332,15,14,16,7,18,12,54,53,11,9,14,14,16,11,42,55,7,16,17,13,13,18,48,61,14,5,10,13,18,17,19,10,51,77
333,18,11,17,15,5,17,57,54,14,16,11,7,6,6,56,30,8,11,17,18,16,8,47,59,14,17,14,14,13,5,17,16,71,65
334,7,13,8,10,6,19,42,43,11,13,16,18,15,18,48,67,17,13,5,19,17,9,52,50,11,14,15,9,15,10,9,6,64,49
335,16,15,5,14,12,6,52,37,14,8,5,12,17,17,48,51,10,14,12,5,11,7,45,35,7,7,16,8,5,5,19,12,56,49
336,17,14,8,13,10,14,55,45,9,12,11,19,15,7,52,52,14,18,18,19,12,11,56,60,15,10,19,18,9,11,10,10,75,58
337,15,17,7,12,9,17,52,45,8,8,16,12,13,16,48,57,17,19,5,8,18,10,56,41,12,9,13,10,11,8,14,6,66,49
338,14,12,5,13,5,12,47,35,9,6,18,14,10,11,37,53,8,8,19,12,11,16,37,58,12,16,9,5,11,13,14,10,59,53
339,8,18,8,15,11,9,50,43,6,10,16,7,9,6,29,38,5,15,9,8,12,11,44,40,18,16,6,12,7,5,8,6,53,38
340,8,13,13,15,13,17,44,58,5,11,13,7,16,13,39,49,15,8,18,12,7,11,46,48,18,19,12,7,12,12,16,15,72,62
341,19,5,16,8,10,16,41,50,12,11,14,5,8,10,50,37,8,15,16,5,18,14,40,53,5,6,7,19,7,10,12,15,45,63
342,7,7,12,17,17,9,50,55,17,9,10,18,8,18,50,54,17,18,9,10,17,19,71,55,19,6,14,15,7,12,13,7,63,54
343,14,16,13,15,12,11,51,51,6,19,15,19,11,18,57,63,18,6,17,12,12,8,45,49,15,9,8,6,9,5,6,6,64,32
344,7,8,15,18,18,6,48,57,14,12,8,6,5,16,50,35,17,13,12,14,14,7,63,47,19,15,10,17,6,9,13,16,68,61
345,5,9,11,17,14,11,31,53,8,18,6,19,10,6,49,41,18,7,11,10,17,14,42,52,9,12,10,10,16,6,16,9,54,57
346,17,11,19,16,7,10,60,52,17,7,15,12,11,8,56,46,15,15,8,15,6,5,62,34,15,15,16,14,12,15,19,13,78,73
347,11,16,13,18,5,9,53,45,10,16,5,18,17,17,52,57,15,7,8,12,19,17,48,56,16,7,10,18,11,17,17,10,59,73
348,9,5,7,10,14,12,30,43,7,16,5,13,11,7,41,36,9,9,17,15,13,12,34,57,9,8,12,6,9,6,18,19,47,58
349,5,18,10,16,8,8,61,42,19,15,13,8,9,16,55,46,16,6,16,19,13,16,60,64,19,17,6,11,10,13,9,9,63,52
350,15,5,19,15,19,8,32,61,6,11,14,18,12,7,42,51,10,16,11,6,6,11,38,34,6,17,6,19,13,16,11,7,54,66
351,8,9,10,17,13,18,52,58,16,19,13,12,16,19,59,60,16,16,13,9,15,10,67,47,19,14,12,6,15,7,5,10,69,43
352,9,17,6,10,17,13,50,46,16,14,6,5,6,6,53,23,14,7,11,8,13,8,45,40,8,14,10,5,18,5,6,16,55,50
353,15,16,9,7,7,11,60,34,15,10,18,8,5,8,48,39,8,17,9,8,7,19,54,43,14,11,7,7,5,9,11,11,55,43
354,12,7,7,15,15,15,38,52,9,19,7,13,16,8,54,44,14,17,16,17,10,6,50,49,10,16,7,17,7,8,9,5,59,46
355,16,10,18,14,15,16,53,63,15,12,5,12,5,8,55,30,12,18,8,9,10,19,57,46,12,17,13,13,7,14,10,9,70,53
356,17,16,18,6,15,15,55,54,6,6,16,10,17,7,39,50,10,6,5,6,11,5,38,27,16,5,15,12,9,10,17,12,63,60
357,14,11,6,11,11,16,44,44,7,19,15,9,5,14,49,43,9,7,7,8,17,9,35,41,12,18,5,7,9,15,16,16,58,63
358,6,10,14,5,18,18,43,55,15,13,5,9,18,5,40,37,6,16,13,19,19,5,49,56,12,9,13,10,11,9,9,6,46,45
359,19,15,9,18,12,12,59,51,18,18,7,5,18,7,60,37,5,15,13,13,8,19,45,53,7,8,9,6,15,12,9,7,48,49
360,15,19,6,12,15,10,66,43,15,10,5,9,17,9,46,40,6,18,19,10,14,17,56,60,17,14,9,9,5,8,15,12,61,49
361,12,8,16,13,10,5,49,44,16,12,13,14,12,16,59,55,19,6,11,19,6,5,54,41,13,9,17,16,16,17,14,12,70,75
362,13,6,17,10,10,13,47,50,9,17,7,8,19,12,51,46,12,10,7,17,17,9,50,50,19,16,15,8,17,19,7,16,75,67
363,16,15,8,15,10,15,51,48,7,18,6,16,16,16,47,54,6,16,10,9,16,17,42,52,13,16,19,5,7,7,13,14,70,46
364,19,16,13,7,5,11,59,36,15,12,7,19,14,17,65,57,19,8,11,6,18,16,51,51,9,15,17,10,16,19,17,13,79,75
365,11,7,14,9,17,15,46,55,11,16,16,8,19,15,46,58,8,15,9,15,16,17,51,57,17,17,8,7,9,7,9,12,61,44
366,8,16,9,19,11,11,45,50,5,12,12,12,15,14,44,53,19,15,8,13,7,10,55,38,16,7,13,7,5,13,13,18,63,56
367,15,8,17,9,16,8,36,50,8,13,8,8,8,16,46,40,10,19,10,7,10,14,42,41,5,19,12,6,13,6,11,16,61,52
368,13,12,18,13,6,17,55,54,18,18,14,19,14,15,65,62,16,18,19,7,6,16,64,48,12,5,9,7,15,16,19,12,55,69
369,13,7,11,7,5,11,41,34,7,15,5,12,11,16,52,44,17,12,7,5,7,9,50,28,14,8,10,15,10,8,8,12,62,53
370,13,5,13,10,6,11,33,40,9,11,11,19,19,8,39,57,6,11,15,16,5,14,32,50,6,11,12,13,8,11,19,6,48,57
371,6,17,7,11,9,5,59,32,18,6,12,6,6,10,41,34,11,6,15,9,9,12,53,45,18,13,9,7,16,12,8,8,57,51
372,14,8,14,15,16,6,40,51,8,6,19,7,18,6,44,50,16,6,5,15,6,15,40,41,10,13,9,11,15,7,18,14,62,65
373,9,6,14,15,12,13,38,54,13,8,10,8,6,7,49,31,19,5,5,14,11,7,47,37,10,9,13,10,13,16,7,12,60,58
374,9,5,12,12,7,11,37,42,7,5,6,6,6,11,40,29,19,14,10,11,8,9,56,38,16,9,8,12,13,12,6,17,61,60
375,17,17,16,8,7,11,62,42,14,18,15,14,14,15,63,58,14,7,19,17,14,7,49,57,14,12,11,7,9,10,6,7,68,39
376,16,11,5,8,18,19,52,50,19,17,12,5,5,7,71,29,19,8,18,6,18,15,52,57,6,18,17,19,5,14,8,7,76,53
377,18,5,15,13,7,12,47,47,6,11,5,17,5,10,50,37,15,17,16,13,7,16,56,52,18,14,13,11,18,19,8,11,78,67
378,7,15,8,7,12,17,45,44,7,18,14,7,18,17,46,56,14,7,14,11,7,9,44,41,16,15,16,8,16,8,15,8,68,55
379,15,11,14,10,11,18,58,53,19,12,14,9,7,7,52,37,6,12,16,19,6,11,50,52,13,13,10,15,8,18,17,19,57,77
380,7,9,5,18,15,13,39,51,6,19,8,12,16,15,42,51,10,11,17,7,13,8,44,45,17,17,6,9,6,6,15,6,57,42
381,7,14,10,12,19,8,46,49,11,15,15,13,5,6,44,39,11,11,16,14,8,17,47,55,14,9,16,8,10,17,13,16,57,64
382,9,9,8,14,6,17,32,45,5,8,17,10,7,12,28,46,6,16,11,7,14,19,36,51,9,9,18,6,11,7,10,6,51,40
383,13,9,10,18,11,14,46,53,6,14,15,18,19,17,40,69,7,18,5,17,11,12,49,45,18,18,19,17,6,6,7,9,75,45
384,13,15,10,13,16,6,56,45,16,15,12,15,5,7,53,39,9,19,12,14,7,10,56,43,12,18,11,6,9,19,11,14,63,59
385,18,11,14,5,17,12,54,48,6,13,9,5,17,11,55,42,18,14,19,16,18,18,57,71,19,9,19,5,15,10,17,18,83,65
